nohup: ignoring input
[2026-08-25 11:40:58] 🚀 Auto-switch daemon started. Monitoring XĂNG (3 Seeds: 42, 123, 777)...
[2026-08-25 11:40:58] Status: XĂNG 963/987 completed (97.57%) | 24 jobs remaining
[2026-08-27 22:15:17] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 22:15:17] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 22:16:17] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 22:16:17] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 22:17:17] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 22:17:17] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 22:18:17] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 22:18:17] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 22:19:17] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 22:19:17] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 22:20:18] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 22:20:18] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 22:21:18] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 22:21:18] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 22:22:18] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 22:22:18] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 22:23:18] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 22:23:18] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 22:24:18] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 22:24:18] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 22:25:18] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 22:25:18] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 22:26:18] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 22:26:18] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 22:27:18] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 22:27:18] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 22:28:18] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 22:28:18] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 22:29:19] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 22:29:19] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 22:30:19] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 22:30:19] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 22:31:19] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 22:31:19] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 22:32:19] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 22:32:19] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 22:33:19] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 22:33:19] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 22:34:19] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 22:34:19] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 22:35:19] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 22:35:19] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 22:36:19] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 22:36:19] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 22:37:19] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 22:37:19] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 22:38:19] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 22:38:19] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 22:39:20] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 22:39:20] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 22:40:20] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 22:40:20] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 22:41:20] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 22:41:20] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 22:42:20] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 22:42:20] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 22:43:20] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 22:43:20] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 22:44:20] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 22:44:20] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 22:45:20] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 22:45:20] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 22:46:20] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 22:46:20] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 22:47:20] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 22:47:20] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 22:48:21] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 22:48:21] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 22:49:21] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 22:49:21] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 22:50:21] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 22:50:21] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 22:51:21] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 22:51:21] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 22:52:21] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 22:52:21] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 22:53:21] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 22:53:21] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 22:54:21] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 22:54:21] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 22:55:21] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 22:55:21] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 22:56:22] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 22:56:22] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 22:57:22] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 22:57:22] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 22:58:22] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 22:58:22] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 22:59:22] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 22:59:22] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 23:00:22] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 23:00:22] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 23:01:22] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 23:01:22] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 23:02:22] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 23:02:22] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 23:03:22] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 23:03:22] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 23:04:22] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 23:04:22] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 23:05:22] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 23:05:22] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 23:06:23] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 23:06:23] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 23:07:23] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 23:07:23] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 23:08:23] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 23:08:23] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 23:09:23] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 23:09:23] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 23:10:23] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 23:10:23] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 23:11:23] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 23:11:23] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 23:12:23] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 23:12:23] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 23:13:23] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 23:13:23] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 23:14:23] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 23:14:23] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 23:15:23] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 23:15:23] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 23:16:24] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 23:16:24] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 23:17:24] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 23:17:24] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 23:18:24] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 23:18:24] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 23:19:24] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 23:19:24] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 23:20:24] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 23:20:24] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 23:21:24] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 23:21:24] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 23:22:24] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 23:22:24] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 23:23:24] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 23:23:24] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 23:24:24] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 23:24:24] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 23:25:25] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 23:25:25] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 23:26:25] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 23:26:25] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 23:27:25] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 23:27:25] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 23:28:25] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 23:28:25] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 23:29:25] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 23:29:25] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 23:30:25] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 23:30:25] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 23:31:25] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 23:31:25] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 23:32:25] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 23:32:25] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 23:33:25] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 23:33:25] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 23:34:26] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 23:34:26] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 23:35:26] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 23:35:26] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 23:36:26] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 23:36:26] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 23:37:26] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 23:37:26] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 23:38:26] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 23:38:26] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 23:39:26] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 23:39:26] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 23:40:26] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 23:40:26] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 23:41:26] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 23:41:26] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 23:42:26] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 23:42:26] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 23:43:27] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 23:43:27] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 23:44:27] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 23:44:27] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 23:45:27] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 23:45:27] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 23:46:27] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 23:46:27] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 23:47:27] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 23:47:27] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 23:48:27] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 23:48:27] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 23:49:27] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 23:49:27] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 23:50:27] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 23:50:27] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 23:51:27] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 23:51:27] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 23:52:27] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 23:52:27] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 23:53:28] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 23:53:28] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 23:54:28] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 23:54:28] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 23:55:28] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 23:55:28] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 23:56:28] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 23:56:28] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 23:57:28] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 23:57:28] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 23:58:28] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 23:58:28] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-27 23:59:28] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-27 23:59:28] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-28 00:00:28] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-28 00:00:28] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-28 00:01:28] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-28 00:01:28] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-28 00:02:28] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-28 00:02:28] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-28 00:03:29] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-28 00:03:29] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-28 00:04:29] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-28 00:04:29] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-28 00:05:29] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-28 00:05:29] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-28 00:06:29] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-28 00:06:29] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-28 00:07:29] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-28 00:07:29] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-28 00:08:29] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
[2026-08-28 00:08:29] Remaining XĂNG jobs: [('GUMNet_MoE_Sparse', 60, 123), ('GUMNet_MoE_Sparse', 60, 777)]
[2026-08-28 00:09:29] Status: XĂNG 985/987 completed (99.80%) | 2 jobs remaining
